customer_id,snapshot_date,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago
CUST00396,2025-09-30,10,37,4,2,3,9,2,0
CUST00397,2025-09-30,3,13,1,1,1,7,2,22
CUST00398,2025-09-30,11,37,2,1,1,0,0,0
CUST00399,2025-09-30,3,17,0,1,0,0,0,45
CUST00400,2025-09-30,9,27,2,2,1,0,0,0
CUST00401,2025-09-30,2,10,1,0,1,0,0,12
CUST00402,2025-09-30,1,5,0,0,0,3,1,27
CUST00403,2025-09-30,15,64,6,4,3,3,1,0
CUST00404,2025-09-30,1,6,0,0,0,2,1,31
CUST00405,2025-09-30,4,20,2,0,0,2,0,5
CUST00406,2025-09-30,10,34,1,1,0,0,0,5
CUST00407,2025-09-30,0,0,0,0,0,0,0,11
CUST00408,2025-09-30,0,0,0,0,0,3,1,0
CUST00409,2025-09-30,11,31,3,2,2,5,1,4
CUST00410,2025-09-30,16,43,6,3,3,7,0,0
CUST00411,2025-09-30,1,5,0,0,0,1,0,54
CUST00412,2025-09-30,0,0,0,0,0,2,0,60
CUST00413,2025-09-30,16,59,8,3,2,9,0,0
CUST00414,2025-09-30,5,30,3,1,2,6,1,0
CUST00415,2025-09-30,1,3,0,0,0,5,2,11
CUST00416,2025-09-30,4,12,1,1,1,0,0,11
CUST00417,2025-09-30,0,0,0,0,0,5,1,28
CUST00418,2025-09-30,8,36,2,2,1,6,2,0
CUST00419,2025-09-30,12,50,3,2,2,5,1,30
CUST00420,2025-09-30,14,82,5,1,1,5,0,0
CUST00421,2025-09-30,4,18,1,1,1,0,0,0
CUST00422,2025-09-30,7,40,2,2,1,0,0,26
CUST00423,2025-09-30,1,5,1,0,0,2,0,39
CUST00424,2025-09-30,5,24,2,0,0,7,1,33
CUST00425,2025-09-30,12,46,4,2,2,9,2,25
CUST00426,2025-09-30,8,46,1,1,1,0,0,18
CUST00427,2025-09-30,4,12,2,1,1,1,0,6
CUST00428,2025-09-30,1,5,0,0,0,0,0,10
CUST00429,2025-09-30,13,76,2,2,1,8,2,9
CUST00430,2025-09-30,0,0,0,0,0,2,0,0
CUST00431,2025-09-30,1,3,0,0,0,5,1,31
CUST00432,2025-09-30,9,30,4,2,2,9,0,18
CUST00433,2025-09-30,10,59,1,0,0,0,0,6
CUST00434,2025-09-30,2,8,0,0,0,2,1,47
CUST00435,2025-09-30,1,3,0,0,0,2,1,48
CUST00436,2025-09-30,2,8,0,1,0,0,0,23
CUST00437,2025-09-30,0,0,0,0,0,0,0,33
CUST00438,2025-09-30,6,22,1,1,1,7,2,22
CUST00439,2025-09-30,7,18,3,1,1,0,0,18
CUST00440,2025-09-30,5,16,3,1,2,0,0,8
CUST00441,2025-09-30,1,5,0,0,0,0,0,33
CUST00442,2025-09-30,2,8,1,0,0,0,0,22
CUST00443,2025-09-30,2,8,1,0,0,4,0,54
CUST00444,2025-09-30,1,4,0,0,0,2,1,51
CUST00445,2025-09-30,4,11,1,0,1,7,1,5
CUST00446,2025-09-30,9,48,4,3,1,2,0,3
CUST00447,2025-09-30,6,16,3,0,2,3,1,18
CUST00448,2025-09-30,11,31,4,0,1,6,3,18
CUST00449,2025-09-30,1,5,1,0,1,0,0,60
CUST00450,2025-09-30,5,27,1,1,1,0,0,2
CUST00451,2025-09-30,3,16,1,0,1,0,0,4
CUST00452,2025-09-30,2,10,1,0,0,0,0,53
CUST00453,2025-09-30,1,4,0,0,0,0,0,6
CUST00454,2025-09-30,17,99,3,2,1,10,1,0
CUST00455,2025-09-30,0,0,0,0,0,0,0,51
CUST00456,2025-09-30,0,0,0,0,0,4,1,37
CUST00457,2025-09-30,1,3,0,0,0,0,0,60
CUST00458,2025-09-30,4,12,1,1,0,0,0,15
CUST00459,2025-09-30,5,18,2,1,1,2,0,49
CUST00460,2025-09-30,8,39,2,2,0,3,1,14
CUST00461,2025-09-30,3,10,0,1,0,3,1,41
CUST00462,2025-09-30,2,8,1,0,0,0,0,0
CUST00463,2025-09-30,0,0,0,0,0,0,0,3
CUST00464,2025-09-30,6,17,1,0,0,2,1,20
CUST00465,2025-09-30,3,13,1,0,1,2,1,34
CUST00466,2025-09-30,9,39,4,1,1,7,2,2
CUST00467,2025-09-30,7,19,4,0,2,7,1,0
CUST00468,2025-09-30,1,3,0,0,0,4,1,36
CUST00469,2025-09-30,8,48,1,1,0,2,0,5
CUST00470,2025-09-30,1,6,0,0,0,0,0,41
CUST00471,2025-09-30,5,29,2,1,1,5,0,27
CUST00472,2025-09-30,0,0,0,0,0,0,0,29
CUST00473,2025-09-30,0,0,0,0,0,0,0,25
CUST00474,2025-09-30,5,18,2,1,0,0,0,1
CUST00475,2025-09-30,2,8,1,0,0,1,0,6
CUST00476,2025-09-30,6,28,3,1,1,0,0,24
CUST00477,2025-09-30,2,8,1,1,0,3,1,11
CUST00478,2025-09-30,8,35,3,1,2,3,1,0
CUST00479,2025-09-30,5,20,1,1,1,1,0,42
CUST00480,2025-09-30,2,6,0,0,0,0,0,28
CUST00481,2025-09-30,10,53,2,1,1,8,1,4
CUST00482,2025-09-30,15,66,3,2,1,12,1,19
CUST00483,2025-09-30,3,10,1,1,1,0,0,10
CUST00484,2025-09-30,9,36,1,1,0,0,0,16
CUST00485,2025-09-30,1,4,1,0,1,2,1,49
CUST00486,2025-09-30,10,28,3,2,2,1,0,9
CUST00487,2025-09-30,2,10,1,0,1,0,0,14
CUST00488,2025-09-30,8,43,2,0,1,5,1,51
CUST00489,2025-09-30,10,52,5,1,3,3,0,32
CUST00490,2025-09-30,8,45,4,2,2,5,1,11
CUST00491,2025-09-30,10,40,3,2,1,5,1,20
CUST00492,2025-09-30,0,0,0,0,0,0,0,16
CUST00493,2025-09-30,10,41,4,2,2,8,3,21
CUST00494,2025-09-30,6,19,2,1,1,0,0,0
CUST00495,2025-09-30,4,12,1,0,0,0,0,0
CUST00496,2025-09-30,4,20,0,1,0,0,0,10
CUST00497,2025-09-30,1,5,0,0,0,6,2,32
CUST00498,2025-09-30,3,17,1,1,0,0,0,0
CUST00499,2025-09-30,1,6,0,0,0,0,0,9
CUST00500,2025-09-30,10,51,5,2,3,8,1,12
CUST00501,2025-09-30,4,10,2,0,1,2,0,5
CUST00502,2025-09-30,13,50,2,1,1,0,0,0
CUST00503,2025-09-30,4,11,1,0,1,1,0,7
CUST00504,2025-09-30,9,31,4,1,2,4,2,4
CUST00505,2025-09-30,9,41,4,0,1,3,1,32
CUST00506,2025-09-30,0,0,0,0,0,7,1,15
CUST00507,2025-09-30,1,5,0,0,0,0,0,26
CUST00508,2025-09-30,6,26,2,1,1,0,0,37
CUST00509,2025-09-30,9,54,1,3,0,5,1,4
CUST00510,2025-09-30,4,22,1,1,1,4,1,29
CUST00511,2025-09-30,18,64,1,4,1,0,0,5
CUST00512,2025-09-30,6,16,2,1,1,4,0,9
CUST00513,2025-09-30,6,15,3,1,2,2,0,8
CUST00514,2025-09-30,11,55,1,0,0,10,4,13
CUST00515,2025-09-30,2,8,0,0,0,0,0,2
CUST00516,2025-09-30,9,52,4,1,1,7,2,7
CUST00517,2025-09-30,2,11,1,1,1,6,3,8
CUST00518,2025-09-30,5,21,2,1,0,0,0,0
CUST00519,2025-09-30,0,0,0,0,0,0,0,11
CUST00520,2025-09-30,2,11,0,0,0,5,2,0
CUST00521,2025-09-30,5,18,1,0,1,10,3,8
CUST00522,2025-09-30,1,6,0,0,0,6,2,60
CUST00523,2025-09-30,7,35,2,0,1,0,0,12
CUST00524,2025-09-30,10,29,1,3,0,3,1,11
CUST00525,2025-09-30,1,4,0,0,0,0,0,56
CUST00526,2025-09-30,6,15,2,1,1,0,0,0
CUST00527,2025-09-30,1,5,0,0,0,0,0,23
CUST00528,2025-09-30,12,43,5,3,1,3,0,9
CUST00529,2025-09-30,11,51,3,1,2,6,2,0
CUST00530,2025-09-30,2,10,1,0,0,3,0,13
CUST00531,2025-09-30,1,4,0,0,0,2,0,19
CUST00532,2025-09-30,1,3,0,0,0,1,0,24
CUST00533,2025-09-30,9,29,1,2,1,2,0,0
CUST00534,2025-09-30,4,23,2,1,0,0,0,18
CUST00535,2025-09-30,5,13,1,0,0,3,1,23
CUST00536,2025-09-30,14,37,7,3,4,3,1,1
CUST00537,2025-09-30,4,21,1,1,1,0,0,5
CUST00538,2025-09-30,5,18,3,0,1,4,2,10
CUST00539,2025-09-30,1,3,0,0,0,4,1,11
CUST00540,2025-09-30,3,13,1,0,0,1,0,16
CUST00541,2025-09-30,1,5,0,0,0,6,2,31
CUST00542,2025-09-30,1,4,1,0,0,5,1,15
CUST00543,2025-09-30,2,8,1,0,0,6,2,37
CUST00544,2025-09-30,6,15,2,0,1,0,0,21
CUST00545,2025-09-30,9,42,5,2,2,5,2,0
CUST00546,2025-09-30,12,34,4,3,3,5,1,0
CUST00547,2025-09-30,6,22,0,1,0,7,0,10
CUST00548,2025-09-30,6,30,3,2,2,3,0,24
CUST00549,2025-09-30,1,3,0,0,0,4,1,31
CUST00550,2025-09-30,0,0,0,0,0,0,0,3
CUST00551,2025-09-30,10,48,4,1,3,4,2,8
CUST00552,2025-09-30,12,63,5,3,1,6,1,1
CUST00553,2025-09-30,2,6,1,0,0,4,0,56
CUST00554,2025-09-30,10,48,3,1,2,3,0,8
CUST00555,2025-09-30,3,11,1,0,0,3,1,2
CUST00556,2025-09-30,1,5,0,0,0,0,0,0
CUST00557,2025-09-30,17,67,6,1,4,6,1,16
CUST00558,2025-09-30,1,5,1,0,1,0,0,60
CUST00559,2025-09-30,2,9,1,0,0,5,1,0
CUST00560,2025-09-30,1,4,0,0,0,3,0,51
CUST00561,2025-09-30,16,85,4,4,2,0,0,0
CUST00562,2025-09-30,1,3,0,0,0,6,1,45
CUST00563,2025-09-30,1,3,0,0,0,3,0,20
CUST00564,2025-09-30,10,57,1,1,1,0,0,27
CUST00565,2025-09-30,10,48,3,3,1,5,2,7
CUST00566,2025-09-30,25,91,7,2,1,0,0,3
CUST00567,2025-09-30,9,29,1,3,0,0,0,0
CUST00568,2025-09-30,3,17,1,1,1,3,0,10
CUST00569,2025-09-30,7,22,3,2,2,7,3,23
CUST00570,2025-09-30,0,0,0,0,0,2,1,27
CUST00571,2025-09-30,5,29,0,1,0,1,0,4
CUST00572,2025-09-30,8,34,1,1,0,6,0,24
CUST00573,2025-09-30,0,0,0,0,0,0,0,25
CUST00574,2025-09-30,14,49,1,1,0,5,1,0
CUST00575,2025-09-30,6,23,2,1,1,3,1,32
CUST00576,2025-09-30,15,68,4,1,1,4,1,27
CUST00577,2025-09-30,7,40,1,2,0,5,2,26
CUST00578,2025-09-30,2,12,0,0,0,4,2,60
CUST00579,2025-09-30,1,3,0,0,0,0,0,1
CUST00580,2025-09-30,4,23,1,0,0,5,1,17
CUST00581,2025-09-30,0,0,0,0,0,1,0,11
CUST00582,2025-09-30,2,9,1,0,1,5,2,60
CUST00583,2025-09-30,2,7,1,0,0,0,0,51
CUST00584,2025-09-30,9,36,2,1,1,0,0,12
CUST00585,2025-09-30,15,45,3,4,1,9,2,9
CUST00586,2025-09-30,1,5,0,0,0,0,0,22
CUST00587,2025-09-30,10,47,1,2,1,1,0,7
CUST00588,2025-09-30,6,32,1,0,0,0,0,0
CUST00589,2025-09-30,4,19,1,1,0,3,1,0
CUST00590,2025-09-30,7,33,1,1,0,7,3,25
CUST00591,2025-09-30,2,8,0,0,0,8,4,11
CUST00592,2025-09-30,3,8,2,1,1,0,0,1
CUST00593,2025-09-30,9,33,3,1,1,0,0,19
CUST00594,2025-09-30,0,0,0,0,0,0,0,16
CUST00595,2025-09-30,9,23,3,1,2,0,0,6
CUST00596,2025-09-30,13,62,2,2,1,7,1,9
CUST00597,2025-09-30,0,0,0,0,0,0,0,9
CUST00598,2025-09-30,20,78,2,5,1,9,3,13
CUST00599,2025-09-30,2,9,1,0,1,5,1,29
CUST00600,2025-09-30,3,16,1,0,0,3,0,53
CUST00601,2025-09-30,8,29,4,2,2,8,3,15
CUST00602,2025-09-30,5,25,2,0,1,2,1,21
CUST00603,2025-09-30,12,70,1,1,0,6,1,0
CUST00604,2025-09-30,2,8,0,0,0,5,1,16
CUST00605,2025-09-30,8,46,3,2,2,3,0,33
CUST00606,2025-09-30,7,34,2,2,0,0,0,28
CUST00607,2025-09-30,9,39,2,2,1,0,0,55
CUST00608,2025-09-30,7,38,1,1,1,0,0,5
CUST00609,2025-09-30,6,18,3,0,1,7,1,0
CUST00610,2025-09-30,10,48,4,3,3,3,0,7
CUST00611,2025-09-30,5,28,2,1,1,3,0,60
CUST00612,2025-09-30,9,41,3,2,1,0,0,1
CUST00613,2025-09-30,14,41,6,2,3,6,0,7
CUST00614,2025-09-30,1,5,0,0,0,4,1,38
CUST00615,2025-09-30,4,19,1,1,1,5,1,6
CUST00616,2025-09-30,10,41,4,1,1,0,0,16
CUST00617,2025-09-30,8,34,4,1,1,0,0,7
CUST00618,2025-09-30,8,26,3,2,0,7,3,2
CUST00619,2025-09-30,8,41,3,0,2,0,0,12
CUST00620,2025-09-30,17,68,5,4,3,5,2,30
CUST00621,2025-09-30,6,32,2,1,1,4,1,14
CUST00622,2025-09-30,1,5,0,0,0,6,3,41
CUST00623,2025-09-30,18,70,2,3,1,7,2,15
CUST00624,2025-09-30,4,21,2,1,1,0,0,60
CUST00625,2025-09-30,2,10,1,0,1,0,0,0
CUST00626,2025-09-30,12,37,5,3,3,0,0,0
CUST00627,2025-09-30,6,19,2,1,0,4,1,17
CUST00628,2025-09-30,9,35,5,2,1,7,1,15
CUST00629,2025-09-30,2,6,0,0,0,2,1,3
CUST00630,2025-09-30,20,112,9,5,5,8,1,13
CUST00631,2025-09-30,0,0,0,0,0,0,0,5
CUST00632,2025-09-30,11,53,1,3,1,2,1,0
CUST00633,2025-09-30,4,14,1,0,0,4,1,0
CUST00634,2025-09-30,1,5,0,0,0,0,0,32
CUST00635,2025-09-30,1,3,0,0,0,2,1,13
CUST00636,2025-09-30,1,4,0,0,0,0,0,24
CUST00637,2025-09-30,1,6,0,0,0,1,0,15
CUST00638,2025-09-30,0,0,0,0,0,1,0,44
CUST00639,2025-09-30,1,3,0,0,0,1,0,58
CUST00640,2025-09-30,0,0,0,0,0,4,1,25
CUST00641,2025-09-30,5,16,2,1,1,3,1,0
CUST00642,2025-09-30,4,12,2,0,0,1,0,12
CUST00643,2025-09-30,14,74,4,3,2,2,1,33
CUST00644,2025-09-30,0,0,0,0,0,7,3,25
CUST00645,2025-09-30,0,0,0,0,0,0,0,47
CUST00646,2025-09-30,5,28,0,0,0,0,0,20
CUST00647,2025-09-30,2,8,1,0,1,2,0,9
CUST00648,2025-09-30,3,11,1,0,1,6,3,16
CUST00649,2025-09-30,5,28,3,0,2,0,0,16
CUST00650,2025-09-30,6,33,2,1,0,0,0,5
CUST00651,2025-09-30,6,16,1,1,0,6,2,5
CUST00652,2025-09-30,13,71,2,3,1,4,2,13
CUST00653,2025-09-30,19,86,2,4,0,0,0,11
CUST00654,2025-09-30,8,21,3,1,2,0,0,0
CUST00655,2025-09-30,0,0,0,0,0,0,0,15
CUST00656,2025-09-30,16,41,3,1,2,0,0,6
CUST00657,2025-09-30,5,26,2,0,1,3,1,8
CUST00658,2025-09-30,3,9,1,0,1,5,1,29
CUST00659,2025-09-30,21,105,5,6,4,11,4,0
CUST00660,2025-09-30,7,29,2,2,0,5,2,8
CUST00661,2025-09-30,1,5,0,0,0,0,0,33
CUST00662,2025-09-30,2,10,1,0,0,0,0,28
CUST00663,2025-09-30,14,35,2,2,1,0,0,26
CUST00664,2025-09-30,1,3,0,0,0,0,0,0
CUST00665,2025-09-30,3,9,1,0,0,0,0,3
CUST00666,2025-09-30,1,6,1,0,0,3,1,10
CUST00667,2025-09-30,7,21,4,2,1,0,0,9
CUST00668,2025-09-30,3,12,2,0,1,0,0,10
CUST00669,2025-09-30,1,6,0,0,0,0,0,0
CUST00670,2025-09-30,0,0,0,0,0,2,1,52
CUST00671,2025-09-30,13,53,4,2,2,0,0,7
CUST00672,2025-09-30,10,38,4,2,2,7,3,18
CUST00673,2025-09-30,1,3,0,0,0,2,1,28
CUST00674,2025-09-30,14,61,4,3,1,4,0,12
CUST00675,2025-09-30,8,47,1,0,1,4,1,35
CUST00676,2025-09-30,9,27,3,2,1,5,2,0
CUST00677,2025-09-30,1,4,0,0,0,0,0,13
CUST00678,2025-09-30,1,5,0,0,0,0,0,26
CUST00679,2025-09-30,3,17,1,0,0,9,3,18
CUST00680,2025-09-30,1,5,1,0,1,0,0,41
CUST00681,2025-09-30,1,5,0,0,0,1,0,35
CUST00682,2025-09-30,6,28,1,1,0,5,1,7
CUST00683,2025-09-30,7,38,3,1,2,5,1,0
CUST00684,2025-09-30,2,10,1,0,0,0,0,2
CUST00685,2025-09-30,3,13,2,1,1,3,1,0
CUST00686,2025-09-30,21,73,10,1,3,7,1,20
CUST00687,2025-09-30,1,4,0,0,0,0,0,34
CUST00688,2025-09-30,1,4,0,0,0,0,0,0
CUST00689,2025-09-30,13,68,6,4,4,0,0,19
CUST00690,2025-09-30,11,48,6,2,1,10,3,10
CUST00691,2025-09-30,14,38,7,4,4,6,3,18
CUST00692,2025-09-30,0,0,0,0,0,4,1,16
CUST00693,2025-09-30,0,0,0,0,0,3,0,5
CUST00694,2025-09-30,14,50,3,1,2,0,0,12
CUST00695,2025-09-30,4,21,1,1,1,4,0,48
CUST00696,2025-09-30,1,4,0,0,0,0,0,8
CUST00697,2025-09-30,1,3,0,0,0,0,0,47
CUST00698,2025-09-30,11,33,4,1,2,0,0,16
CUST00699,2025-09-30,15,49,1,1,0,3,0,20
CUST00700,2025-09-30,1,4,0,0,0,0,0,22
CUST00701,2025-09-30,10,25,3,1,1,0,0,26
CUST00702,2025-09-30,2,8,0,1,0,0,0,16
CUST00703,2025-09-30,3,8,2,0,0,0,0,27
CUST00704,2025-09-30,12,31,4,0,3,1,0,0
CUST00705,2025-09-30,1,3,0,0,0,3,0,5
CUST00706,2025-09-30,2,7,1,0,0,1,0,0
CUST00707,2025-09-30,10,53,4,2,3,0,0,19
CUST00708,2025-09-30,5,20,0,1,0,4,0,5
CUST00709,2025-09-30,0,0,0,0,0,4,0,17
CUST00710,2025-09-30,8,25,2,2,1,1,0,0
CUST00711,2025-09-30,10,50,4,1,2,4,2,13
CUST00712,2025-09-30,2,12,1,1,1,0,0,0
CUST00713,2025-09-30,10,45,1,3,1,0,0,0
CUST00714,2025-09-30,2,5,1,0,0,2,1,0
CUST00715,2025-09-30,4,24,1,0,0,1,0,14
CUST00716,2025-09-30,14,44,2,4,1,8,2,0
CUST00717,2025-09-30,6,18,3,1,1,0,0,7
CUST00718,2025-09-30,2,5,1,0,1,4,1,35
CUST00719,2025-09-30,2,5,1,0,1,0,0,38
CUST00720,2025-09-30,1,5,0,0,0,3,1,53
CUST00721,2025-09-30,8,24,1,2,1,4,1,0
CUST00722,2025-09-30,1,3,0,0,0,0,0,0
CUST00723,2025-09-30,7,31,1,1,1,2,1,21
CUST00724,2025-09-30,8,41,3,0,1,5,2,0
CUST00725,2025-09-30,0,0,0,0,0,0,0,37
CUST00726,2025-09-30,10,55,4,3,3,5,0,19
CUST00727,2025-09-30,10,40,3,1,1,6,2,7
CUST00728,2025-09-30,6,19,1,1,0,0,0,17
CUST00729,2025-09-30,1,5,0,0,0,5,1,42
CUST00730,2025-09-30,3,13,1,1,0,0,0,43
CUST00731,2025-09-30,2,6,1,1,1,2,1,18
CUST00732,2025-09-30,6,34,2,1,1,2,1,4
CUST00733,2025-09-30,5,18,1,0,0,0,0,8
CUST00734,2025-09-30,6,19,3,0,2,4,0,30
CUST00735,2025-09-30,1,5,0,0,0,0,0,0
CUST00736,2025-09-30,3,9,0,1,0,0,0,15
CUST00737,2025-09-30,1,4,0,0,0,2,0,4
CUST00738,2025-09-30,8,38,1,1,1,5,2,25
CUST00739,2025-09-30,8,47,1,1,1,3,1,0
CUST00740,2025-09-30,5,16,2,1,1,11,2,59
CUST00741,2025-09-30,3,8,0,1,0,2,1,52
CUST00742,2025-09-30,5,17,2,0,1,4,0,8
CUST00743,2025-09-30,3,13,1,1,0,7,2,18
CUST00744,2025-09-30,2,8,1,0,1,5,2,25
CUST00745,2025-09-30,14,78,1,2,1,0,0,4
CUST00746,2025-09-30,0,0,0,0,0,3,0,17
CUST00747,2025-09-30,13,62,3,1,2,6,0,7
CUST00748,2025-09-30,5,29,2,1,1,0,0,0
CUST00749,2025-09-30,13,56,6,2,1,8,3,11
CUST00750,2025-09-30,8,27,3,1,1,4,1,4
CUST00751,2025-09-30,8,38,2,2,1,4,1,5
CUST00752,2025-09-30,2,8,1,0,0,0,0,33
CUST00753,2025-09-30,9,24,5,2,3,0,0,40
CUST00754,2025-09-30,18,75,2,5,1,8,1,4
CUST00755,2025-09-30,12,48,1,3,1,5,2,45
CUST00756,2025-09-30,0,0,0,0,0,0,0,17
CUST00757,2025-09-30,4,14,1,0,1,3,1,0
CUST00758,2025-09-30,13,65,5,1,1,3,1,19
CUST00759,2025-09-30,4,24,1,0,0,2,0,21
CUST00760,2025-09-30,1,3,0,0,0,0,0,37
CUST00761,2025-09-30,1,4,0,0,0,4,0,41
CUST00762,2025-09-30,8,41,1,2,0,0,0,25
CUST00763,2025-09-30,0,0,0,0,0,0,0,47
CUST00764,2025-09-30,8,30,3,1,1,0,0,1
CUST00765,2025-09-30,2,7,1,0,1,0,0,12
CUST00766,2025-09-30,7,25,0,2,0,2,0,46
CUST00767,2025-09-30,7,39,1,1,0,7,3,18
CUST00768,2025-09-30,3,11,1,0,0,0,0,7
CUST00769,2025-09-30,2,11,0,0,0,1,0,0
CUST00770,2025-09-30,12,64,4,3,1,5,1,0
CUST00771,2025-09-30,8,47,2,2,0,2,0,0
CUST00772,2025-09-30,9,25,1,2,1,4,1,27
CUST00773,2025-09-30,4,21,2,0,0,0,0,3
CUST00774,2025-09-30,2,7,1,0,0,0,0,28
CUST00775,2025-09-30,8,41,1,1,0,7,2,10
CUST00776,2025-09-30,0,0,0,0,0,0,0,35
CUST00777,2025-09-30,2,8,0,0,0,2,1,1
CUST00778,2025-09-30,1,4,0,0,0,1,0,57
CUST00779,2025-09-30,3,14,1,0,0,3,1,0
CUST00780,2025-09-30,12,40,5,3,3,7,0,9
CUST00781,2025-09-30,4,14,0,1,0,4,0,14
CUST00782,2025-09-30,1,4,0,0,0,6,2,41
CUST00783,2025-09-30,3,13,2,0,0,5,2,49
CUST00784,2025-09-30,11,62,4,3,2,6,1,0
CUST00785,2025-09-30,5,13,1,1,1,2,0,15
CUST00786,2025-09-30,1,4,0,0,0,0,0,28
CUST00787,2025-09-30,2,7,1,0,1,0,0,7
CUST00788,2025-09-30,8,41,2,2,1,0,0,11
CUST00789,2025-09-30,1,5,0,0,0,2,0,0
CUST00790,2025-09-30,9,49,4,3,1,4,1,20
CUST00791,2025-09-30,0,0,0,0,0,0,0,46
CUST00792,2025-09-30,4,24,1,1,0,0,0,39
CUST00793,2025-09-30,1,5,0,0,0,3,1,4
CUST00794,2025-09-30,7,22,0,1,0,4,0,39
CUST00795,2025-09-30,2,7,1,1,0,0,0,30
CUST00796,2025-09-30,8,23,4,2,2,0,0,19
